NQ,$347.88M
GPACU,n/a
RCI,$19.85B
YTRA,$294.27M
CRUS,$3.27B
AYTU,$15.67M
TNP^D,n/a
IEI,$6.99B
RIBT,$22.79M
QQEW,$577.82M
HELE,$2.61B
TCCA,n/a
GSK,$96.78B
FEDU,$417.58M
USAP,$182.15M
SKYY,$1.51B
GNT^A,n/a
CURO,$726.8M
FSCT,$1.26B
PWOD,$200.68M
SNHNI,n/a
BAM,$41.33B
GSUM,$390.96M
FTK,$360.28M
TLT,$6.83B
AVNW,$88.92M
REDU,$896.5M
HAWK,$2.57B
KS,$2.57B
ROSEU,n/a
XBIT,$167.62M
CULP,$389.85M
ASFI,$47.03M
NCV,$642.56M
DOVA,$817.03M
DMO,$276.19M
TXN,$111.78B
APPS,$146.25M
NTX,$141.18M
GNRX,$3.98M
CTSH,$46.25B
IDE,$328.45M
TEDU,$767.72M
SVT,$26.39M
CYCC,$21.19M
GSAT,$1.36B
HPP,$4.98B
SPH,$1.55B
BPFHP,n/a
SNBC,$477.42M
GTT,$2.03B
BFAM,$5.8B
THGA,n/a
IAM,$67.11M
SHV,$8.09B
DSXN,n/a
COLM,$5.23B
KMF,$326.55M
LVHD,n/a
KAAC,$458.45M
TGC,$7.96M
FICO,$5.1B
AMCA,$9.92M
DSM,$401.33M
WRI,$3.86B
GLF.WS,n/a
TAP.A,n/a
MBIO,$316.88M
GUT^A,n/a
MMP,$17.07B
NXR,$187.2M
NSYS,$10.63M
JLS,$382.91M
GNT,$142.73M
VSM,$4.15B
MOSC,n/a
ROCK,$1.2B
DXGE,$110.75M
WB,$29.76B
PFIN,$27.46M
PBYI,$2.58B
OFG^D,n/a
BLMN,$2.04B
AWR,$2.06B
FIT,$1.25B
PSA^A,n/a
BSMX,$10.97B
DCM,$93.99B
STKS,$60.83M
GOGO,$872.07M
TVE,n/a
PAHC,$1.44B
OESX,$23.42M
EUFN,$2.58B
MRAM,$136.09M
ELC,n/a
CDW,$11.58B
MORN,$4.21B
ONVO,$147.55M
DPS,$17.27B
SSI,$47.52M
ATOS,$13.37M
WCG,$9.73B
MIME,$1.85B
MPCT,$31.24M
TACT,$114.54M
DMPI,$30.46M
FRGI,$540.39M
AMX,$62.75B
GSL^B,n/a
REV,$1.22B
PSTI,$165.41M
RPXC,$687.43M
SRAX,$54.93M
CAMP,$885.27M
MUH,$163.77M
HMSY,$1.49B
CRM,$82.13B
NTEST.B,n/a
WVVIP,n/a
QINC,$30.87M
PHH,$299.11M
DRUA,n/a
EARS,$22.41M
ENTA,$1.5B
PLXS,$2.06B
LXFT,$1.96B
SPPI,$2.32B
EXXI,$241.85M
ETN,$38.11B
FRSH,$90.6M
ENIC,$6.35B
SJW,$1.23B
ACHV,$21.27M
HLF,$6.97B
PRSS,$29.17M
SNGX,$19.47M
RVLT,$77.2M
MOG.B,n/a
CMSSW,n/a
VNO,$13.59B
MYI,$891.91M
FCCO,$146.2M
TM,$208.32B
MPW,$4.79B
GHY,$590.94M
PXLW,$213.05M
TEVA,$21.67B
AFB,$378M
CIM^B,n/a
LBIX,$4.57M
AMRB,$97.5M
FTXN,$5.54M
NMS,$83.7M
ULH,$708.36M
MFD,$113.55M
SGEN,$8.07B
USAK,$166.04M
MIII,$191.72M
VEC,$347.22M
GPT^A,n/a
UAMY,$22.96M
CETXP,n/a
RING,$373.8M
PTNR,$1.02B
MNDO,$54.21M
HVT,$497.6M
IFF,$12.12B
DCP,$6.09B
YIN,$678.84M
PNC,$75.05B
BMRN,$16.09B
KTEC,$172.67M
FEIM,$85.46M
SGF,$100.6M
CVTI,$531.52M
SCE^G,n/a
FNTE,$237.02M
NUVA,$2.62B
WFC,$322.5B
JMBA,$124.63M
BNCL,$1.24B
AHT^D,n/a
PI,$454.8M
STOR,$4.68B
SPWH,$221.41M
UAE,$45.95M
COG,$12.87B
FUV,$58.09M
OA,$7.64B
CC,$9.89B
PANL,$109.49M
BHLB,$1.72B
WMGI,$2.43B
DD^B,n/a
BGIO,$206.61M
MBVX,$18.31M
DWDP,$180.23B
EURN,$1.43B
QCP,$1.28B
UPL,$1.6B
SRUN,$1.38B
CEQP,$2.02B
AM,$6.18B
ORG,n/a
EVEP,$37.1M
CELP,$86.68M
BVN,$4.12B
CBH,$170.16M
CHSCL,n/a
MOMO,$6.02B
DMLP,$518.09M
IBKR,$26.43B
RCG,$6.74M
NHI,$2.94B
FINX,n/a
PVAC,$685.7M
TMO,$88.13B
ACV,$236.74M
HCOM,$339.3M
VNTR,$2.42B
LAMR,$7.09B
FSD,$503.41M
ARDC,$376.13M
TRP,$40.95B
DVN,$23.05B
CIFS,$839.3M
BNY,$178.25M
BKYI,$15.54M
BOFI,$2.15B
HYI,$346.99M
CMPR,$4.1B
SHOS,$62.43M
WAB,$7.9B
AHL^D,n/a
APLS,$863.73M
TTOO,$187.36M
CATC,$315.14M
LOB,$1.06B
TDW.WS.B,n/a
BFY,$72.21M
ODT,$583.25M
AFST,n/a
RAIL,$200.56M
BLFS,$82.03M
FTI,$15.85B
GTE,$1.12B
WPG,$1.26B
LHO^J,n/a
ARL,$224.37M
HBHCL,n/a
CELGZ,n/a
BDC,$3.6B
BIVV,$11.15B
ADC,$1.52B
A,$24.17B
EMN,$14.71B
ZBIO,$4.55M
CRNT,$169.92M
ISR,$27.04M
TSLX,$1.18B
SHLDW,n/a
QSII,$858.93M
DVCR,$56.51M
PMTS,$34.41M
T,$232.18B
BUFF,$6.5B
BHACW,n/a
DLR^C,n/a
SOHO,$85.57M
GS^J,n/a
SPIL,$5.37B
GOL,$29.49B
DNN,$282.39M
SPN,$1.71B
NWLI,$1.21B
OXLCO,n/a
KEQU,$81.07M
ONEQ,$1.56B
PH,$27.93B
UPS,$114.37B
SNHY,$1.89B
ORIG,$2.6B
GLP,$611.92M
LFGR,$188.61M
EHI,$456.04M
BVXVW,n/a
WRK,$17.9B
TAYD,$40.4M
TWN,$181.45M
KFRC,$700.06M
SSNC,$10.32B
CFR^A,n/a
BYD,$4.42B
FFKT,$297.63M
GSHT,$497.51M
SLCT,$188.6M
DERM,$1.29B
BKT,$381.74M
CAF,$606.34M
SPG^J,n/a
OPNT,$45.02M
NXP,$234.97M
MKC,$14.08B
EXTR,$1.57B
RAD,$2.38B
RRTS,$282.95M
BBOX,$58.28M
EQBK,$522.59M
NRCIA,$934.03M
ANH,$500.36M
AYX,$1.8B
TRMK,$2.19B
PSA^G,n/a
CCT,$2.05B
MSGN,$1.73B
OCSL,$717.49M
FIV,$335.71M
TCFC,$204.27M
DCO,$331.69M
VEACU,n/a
SBLK,$752.11M
TVC,n/a
RTRX,$973.23M
DAVE,$44.99M
ANDAU,n/a
NTRS,$24.15B
MCX,n/a
ASB^D,n/a
PNBK,$69.83M
MAR,$53.64B
FNX,$825.03M
MIXT,$267.16M
TYG,$1.58B
RRR,$4B
ADOM,$126.26M
HALO,$2.7B
BRO,$7.43B
EBR,$8.58B
BURG,$11.26M
BLBD,$497.26M
BIO.B,n/a
DISCA,$9.87B
PANW,$14.68B
NC,$301.58M
CPST,$35.05M
CYS,$1.11B
GST^A,n/a
SAM,$2.23B
MSP,$68.94M
LGF.A,n/a
CTXS,$14.27B
MYOK,$1.91B
MPACU,n/a
LXFR,$398.3M
HMTA,$66.15M
NVEE,$511.78M
HTGM,$55.58M
IDSY,$126.4M
ENIA,$13.78B
TWO^A,n/a
VTRB,n/a
UMH^B,n/a
AHP^B,n/a
TCBIP,$152.88M
NH,$374.82M
EQIX,$34.55B
UEIC,$690.97M
WRLSU,n/a
AETI,$13.44M
AGRO,$1.25B
CMSSU,n/a
SJI,$2.35B
HI,$2.88B
MET^A,n/a
PCG^H,n/a
MS^F,n/a
AVK,$330.72M
TURN,$63.15M
MYO,$33.27M
PAYC,$5.5B
OSB,$3.36B
C^K,n/a
QTRX,$483.95M
JPM^F,n/a
FENG,$499.99M
FTXL,$31.15M
ZTO,$11.3B
AFMD,$62.54M
AFSI^F,n/a
CPTA,$125.1M
NTB,$2.22B
MH^A,n/a
CNET,$65.01M
RA,$869.87M
FG,$2.03B
OPHC,$6.37M
MGRC,$1.19B
SMI,$7.57B
LB,$14.75B
FTR,$648.06M
WIT,$25.38B
XON,$1.85B
HURC,$316.45M
CBL^E,n/a
ARW,$7.39B
QLYS,$2.44B
OUT,$3.09B
DRH,$2.38B
GPRE,$761.5M
ATEC,$57.53M
OCIP,$774.28M
IONS,$6.61B
TSI,$261.8M
APOPW,n/a
DLA,$143.5M
BAC.WS.B,n/a
RMNI,$514.34M
NAVB,$59.06M
CWT,$2B
AAWW,$1.51B
CE,$15.1B
PLD,$34.26B
NTEC,$169.49M
FLO,$4.02B
MRO,$16.01B
NRT,$79.04M
PK,$6.34B
ASM,$79.6M
CDXS,$423.04M
FRD,$38.55M
OC,$10.67B
SVM,$457.73M
TEF,$54.78B
WHR,$13.36B
IF,$75.45M
USB^M,n/a
RTEC,$857.58M
HSTM,$782.42M
FSBC,$34.16M
EHT,$213.54M
COE,$245.88M
UFPT,$210.04M
MULE,$3.29B
WOR,$3.05B
TTPH,$322.88M
ORA,$3.52B
NEU,$4.75B
JCTCF,$33.63M
TROX,$2.37B
GBLIZ,n/a
OPGN,$532,734.60
LINDW,n/a
MBCN,$160.72M
MU,$50.5B
ALOT,$93.64M
VSTM,$143.19M
CMCL,$80.32M
ARDM,$33.93M
GENE,$29.39M
VSLR,$424.62M
CNBKA,$448.77M
CHSCN,$463.01M
KFFB,$75.58M
SUSB,$22.37M
KW,$2.67B
TORC,$459.07M
CATM,$1.09B
SFBC,$87.85M
FAST,$16.59B
TXMD,$1.4B
HTLD,$1.95B
PMT^B,n/a
SLF,$26.77B
SYKE,$1.35B
SYRS,$281.9M
FHK,$4.63M
BTZ,$1.41B
AOI,$119.27M
HST,$15.72B
JW.B,n/a
GNBC,$820.18M
EGLT,$43.4M
OTTW,$49.44M
ADM,$24.38B
CTLT,$6.29B
GLMD,$150.11M
KST,$54.22M
PCMI,$106.61M
CET,$707.12M
MMDMU,n/a
HPT,$4.76B
COGT,$271.94M
BHACU,n/a
KSM,$127.56M
CRR,$253.19M
ACXM,$2.17B
MUS,$169.33M
CPSI,$415.44M
NWE,$2.64B
IDA,$4.34B
HOFT,$465.2M
OXLCM,n/a
CRBP,$494.87M
PBCTP,n/a
LVS,$59.68B
APT,$56.83M
LMRK,$418.29M
KMB,$42.91B
GLV,$95.15M
PZG,$31.61M
VMW,$60.47B
FLKS,$78.04M
PIE,$267.63M
AMAT,$60.34B
TDG,$16.32B
JPM^B,n/a
BOXL,$33.06M
WBT,$3.2B
AIW,n/a
TIER,$949.68M
BRACR,n/a
SKX,$6.48B
PUK,$70.68B
WLKP,$781.69M
CCR,$449.33M
PSA^E,n/a
OFLX,$635.78M
CBB^B,n/a
BXP^B,n/a
ARLP,$2.84B
SLNO,$18.55M
SCCO,$39.14B
FIX,$1.63B
VER^F,n/a
NBY,$53.08M
DCI,$6.72B
EEQ,$1.42B
NOVN,$92.01M
IGLD,$185.5M
NYT,$3.72B
CERN,$22.8B
VEACW,n/a
HMY,$769.09M
HBANN,n/a
ANDAW,n/a
CLNS^J,n/a
RMGN,$11.38M
CSU,$361.12M
ACWX,$3.51B
SGY,$775.37M
LII,$9.24B
REFR,$24.77M
ARRY,$2.84B
LCAHW,n/a
PCI,$3.08B
DWAT,$8.75M
ZIV,$221.75M
OACQ,$31.41M
CRMT,$335.7M
MTP,$34.53M
YUMC,$18.51B
CHEKW,n/a
AXL,$2.06B
VNRX,$96M
ASR,$5.85B
GS^D,n/a
MBT,$11.64B
USMC,$999.57M
BSE,$84.04M
CWBC,$93.64M
SLDA,n/a
SQ,$17.86B
FFG,$1.79B
MGF,$154.53M
FDP,$2.4B
IVZ,$15.63B
MPACW,n/a
OPB,$978.4M
STT^E,n/a
PRFT,$702.35M
WRLSW,n/a
ENFC,$197.78M
ATH,$10.31B
OMI,$1.35B
HK,$1.27B
HNW,$130.32M
IGD,$784.39M
NSM,$1.8B
B,$3.63B
TOO,$1.13B
BHGE,$37.5B
TI,$19.04B
WFT,$4.28B
WBK,$85.33B
GS,$101.14B
ZYME,$333.32M
VVUS,$48.74M
BIS,$32.81M
TRK,$829.18M
JAKK,$71.52M
WGO,$1.42B
AFSI^D,n/a
RVP,$23.56M
DGICA,$480.31M
PGEM,$1.26B
IPCC,$1.14B
MH^C,n/a
NVTA,$373.26M
ISTR,$215.35M
BOTZ,n/a
LL,$876.21M
SQZZ,$662,553
FOE,$2.05B
RYN,$4.33B
FN,$974.67M
CIEN,$3.08B
EE,$2.09B
TCBI,$4.9B
KTP,n/a
AHT^H,n/a
ZSAN,$14.62M
HEB,$17.99M
BAC^D,n/a
PIXY,$96.48M
FE,$14.28B
FDUS,$368.13M
ROG,$3.14B
TSLA,$57.62B
SCE^C,n/a
SORL,$124.9M
CG,$8.56B
CBIO,$144.01M
PM,$171.15B
NBW,$76.44M
AED,n/a
VONV,$1.39B
VAC,$4.02B
IRMD,$154.63M
DPLO,$1.85B
EGN,$5.56B
JSMD,$14.58M
MXF,$259.08M
TGLS,$310.96M
JCO,n/a
BMO,$54.42B
TJX,$50.91B
MOS,$10.64B
ABB,$61.05B
MNR^C,n/a
AFGE,n/a
AMCX,$3.28B
VFC,$32.23B
VIAV,$1.99B
BRG^A,n/a
ORC,$428.74M
HTGC,$1.1B
AQ,$368.04M
ISRL,$296.23M
TROV,$16M
WSBF,$504.27M
IBN,$36B
USB^O,n/a
MIND,$46.18M
MS,$102.99B
EPR^E,n/a
WYNN,$18.53B
SKYW,$2.85B
JOE,$1.22B
GNCA,$77.17M
WHLRP,$12.89M
TAL,$16.79B
TNP^B,n/a
ABCD,$336.02M
CBL,$966.72M
EGP,$2.96B
BY,$664.81M
GSM,$2.61B
MNK,$2B
BCBP,$227.73M
PTN,$174.13M
HTLF,$1.65B
TI.A,n/a
ARES^A,n/a
LALT,$4.26M
EPE,$590.5M
NBHC,$1.01B
BTX,$366.64M
CBAN,$122.79M
NAD,$2.74B
TECK,$16.6B
BAK,$12.65B
DLPN,$31.07M
SAN^B,n/a
SLD,$481.55M
TANH,$74.05M
SMTS,$421.69M
TDOC,$2.23B
EMJ,$31.41M
FEI           ,$714M
WPC,$7.01B
DSE,$180.15M
PEBO,$658.53M
CNTF,$31.34M
CATO,$319.66M
GAB^G,n/a
AXS,$4.2B
GGB,$8.02B
NAK,$471.6M
CEV,$86.4M
ATACU,n/a
KANG,$1.12B
DLR^G,n/a
MACQW,n/a
TAPR,$17.02M
CRT,$92.21M
GLAD,$247.68M
IMMY,$34.71M
ALQA,$10.97M
RMD,$14.59B
TGI,$1.43B
FPI,$267.11M
BSBR,$86.7B
AHPAW,n/a
TWOU,$3.94B
IRDM,$1.25B
KLDX,$407.73M
LITE,$2.74B
FTLB,$8.25M
GSIT,$171.2M
AGIO,$4.5B
SILC,$563.55M
ETY,$1.87B
GLOG,$1.65B
IAG,$2.88B
AKG,$188.76M
ABEO,$760.1M
LPSN,$714.29M
STLY,$10.69M
PDLI,$449.13M
JLL,$7.14B
HQH,$1.01B
PZE,$2.85B
DOX,$10.03B
BNSO,$18.12M
WSTG,$65.21M
SPNE,$154.43M
WEB,$1.15B
THFF,$569.63M
CHDN,$4.01B
SENEA,$317.19M
MICTW,n/a
LHO,$3.47B
CYTXW,n/a
USLM,$420.98M
OFG^B,n/a
PUI,$46.62M
CUBS,n/a
BML^J,n/a
TCRD,$292.43M
NVG,$3.03B
VKTX,$201.65M
KEY,$23.34B
SIFY,$381.16M
BABY,$1B
THC,$1.91B
GFA,$158.48M
NFJ,$1.31B
SEM,$2.31B
AGC,$169.95M
JELD,$4.32B
JMF,$514.06M
ELY,$1.45B
CLNS^H,n/a
MITT^B,n/a
LYB,$47.92B
BOSC,$7.25M
CALL,$136.17M
CSS,$246.2M
ALPN,$155.2M
MAV,$265.28M
HONE,$624.18M
MTR,$35.43M
CFO,$36.38M
ATOM,$53.51M
SUP,$448.33M
FND,$4.67B
PCK,$272.74M
SSC,$219.7M
UZC,n/a
AXSM,$76.36M
DNBF,$146.85M
VRTX,$42.79B
NRK,$1.1B
AST,$124.55M
PRQR,$77.92M
HGSH,$78.84M
ECT,$39.61M
PML,$802.94M
KFS,$131.32M
ZEAL,$485.26M
MNOV,$316.6M
HEI.A,n/a
CTY,n/a
FSS,$1.25B
EAT,$1.79B
INTT,$94.24M
DHY,$280.13M
MSL,$244.92M
SCACW,n/a
FFA,$325.87M
CTRV,$24.6M
SWJ,n/a
BICK,$260.4M
IQI,$646.77M
DL,$312.5M
AGN^A,n/a
SRCL,$6.15B
STT^G,n/a
PFL,$297.38M
APOP,$54.38M
MYC,$309.51M
TK,$789.74M
NSC,$43.2B
SJM,$14.89B
PGZ,$118.89M
LPL,$11.06B
ERF,$2.83B
NL,$682.01M
IGF,$2.55B
RSO^A.CL,n/a
MAXR,$3.56B
CCUR,$58.17M
PCG^D,n/a
HLTH,$116.71M
VRTV,$432.54M
NYMTO,n/a
GHC,$3.28B
ABIL,$12.11M
TRI,$31.22B
BLCN,$69.46M
BB,$7.2B
GSV,$464.74M
JTD,$265.26M
BCX,$995.09M
CIB,$11.19B
ZIONW,n/a
RFAP,$45.2M
CAR,$3.78B
ETR,$14.11B
EC,$40.52B
IPHS,$918.84M
EXP,$5.85B
ZGNX,$1.3B
RM,$332.27M
ITCI,$981.85M
LTRPA,$731.8M
FTV,$26.61B
JHX,$7.64B
FLIR,$7.32B
FTXH,$2.34M
NMY,$288.68M
TCP,$3.95B
CUDA,$1.48B
BBBY,$3.21B
TARO,$4.16B
DWAQ,$50.12M
AXGN,$974.73M
CASH,$1.02B
CFR,$6.71B
KTN,n/a
NVAX,$784.58M
LEN,$16.27B
TSE,$3.66B
WHG,$604.5M
DKS,$3.62B
PRE^F,n/a
TDIV,$892.74M
LOOP,$549.52M
BRK.A,n/a
ZNWAA,n/a
MRK,$169.02B
HTFA,n/a
CWH,$3.95B
CY,$5.76B
ARCC,$6.94B
EVJ,$53.15M
JILL,$382.79M
ZB^G,n/a
HMLP,$633.73M
ARR^B,n/a
BPMX,$16.5M
VIIX,$9.75M
SGRY,$714.47M
SRLP,$596.52M
DWFI,$140.72M
KNX,$8.31B
ABUS,$291.65M
FONR,$162.62M
FLC,$199.86M
GLO,$369.29M
OKTA,$3.16B
PBIB,$106.8M
DQ,$615.26M
PED,$1.97M
GPS,$13.55B
FCA,$8.65M
BRG^C,n/a
STZ.B,n/a
NCTY,$22.48M
LUNG,n/a
RTTR,$17.28M
FKO,$3.11M
ADSW,$2.16B
CODX,$34.88M
NHS,$227.26M
SGBX,$20.61M
CHE,$4.33B
AXON          ,$232.65M
VLP,$3.22B
HTD,$816.68M
SGLBW,n/a
STAR^I,n/a
PTIE,$48.08M
WSR,$507.64M
CHEK,$17.34M
ARGX,$2.41B
NMFC,$1.02B
ROSE,$291.99M
AAN,$3.1B
ENJ,n/a
HAL,$48.52B
MNI,$68.94M
REIS,$239.69M
PTH,$152.04M
MTL^,n/a
VTN,$261.98M
RNMC,$6.77M
CMFN,$117.05M
BANC^C,n/a
FBNK,$412.38M
SPTN,$927.99M
VPG,$364.85M
WAFD,$3.15B
CSL,$7.03B
SMFG,$65.66B
DDR,$3.07B
SYK,$63.21B
SANM,$2.01B
SLB,$107.41B
OMCL,$1.99B
HBB,$356.88M
QQQ,$64.35B
MFA^B,n/a
SOHOB,n/a
GDV^A,n/a
HWKN,$376.95M
AXU,$163.06M
C,$205.79B
SSW^D,n/a
PKE,$375.4M
MP^D,n/a
ADI,$34.59B
ONP,$30.46M
MAGS,$142.45M
AXS^D,n/a
MACQU,n/a
RBCAA,$818.15M
SNFCA,$78.04M
GWW,$16.26B
WTFCW,n/a
IOTS,$149.03M
ACERW,n/a
SPOK,$315.74M
MLI,$2B
TRXC,$376.57M
CAE,$4.99B
LTM,$10.36B
EAI,n/a
AHPAU,n/a
IVC,$591.06M
IAE,$137.64M
UVE,$1.02B
VGZ,$83.51M
EARN,$152.29M
AMNB,$330.33M
V,$294.86B
HUBB,$7.62B
APH,$28.31B
FTSM,$1.4B
GNMA,$132.49M
FAB,$106.57M
PZC,$227.39M
UIS,$451.74M
SRDX,$397.86M
EMCF,$72.69M
CPHI,$16.02M
ANDX,$11.65B
PAYX,$25.15B
CEMI,$103.48M
PIRS,$355.22M
NBEV,$130.15M
XRM,$75.62M
ADTN,$782.43M
INUV,$24.21M
COP,$72.2B
BMCH,$1.55B
HTY,$104.83M
BML^H,n/a
PLPC,$420.29M
CHKP,$17.36B
VET,$4.86B
AYR,$1.91B
KPTI,$579.38M
MCV,n/a
ZIXI,$238.61M
ALL,$36.07B
LJPC,$808.52M
UMC,$6.16B
HCA,$34.37B
NYH,$28.68M
KREF,$1.06B
PYS,n/a
EBIO,$32.79M
EMITF,$26.19M
EMIF,$45.59M
CSQ,$1.99B
DENN,$1B
BGB,$707.93M
AMP,$26.6B
NSTG,$211.19M
SHIPW,n/a
IKNX,$16.1M
GGO,$30.43M
PCM,$127.15M
TNC,$1.24B
VYGR,$688.65M
MAT,$5.7B
FNF,$13.95B
IHD,$186.08M
UZA,n/a
VCF,$71.64M
RDS.B,n/a
WNS,$2.24B
GLDI,$125.15M
RNST,$2.16B
MZA,$78.48M
EACQW,n/a
BBX,$948.38M
CIBR,$410.42M
ASV,$83.01M
UGLD,$117.37M
URG,$103.74M
SNNA,$371.66M
SSRM,$1.09B
PLYA,$1.15B
PFNX,$92.31M
EPIX,$6.11M
CSGP,$12.71B
HIMX,$1.42B
SCHL,$1.34B
FFC,$823.1M
SCACU,n/a
CTG,$81.95M
MSN,$35.02M
COR,$3.73B
GPN,$18.02B
MOSC.U,n/a
SB^D,n/a
PLUG,$475.22M
NEN,$270.54M
NATH,$309.66M
D,$48.67B
TEGP,$4.08B
NSA,$1.31B
JBL,$4.65B
HRG,$3.75B
BELFA,$227.92M
ONSIZ,n/a
FDT,$982.86M
SU,$61.53B
ALBO,$327.68M
KEYW,$328.65M
VKTXW,n/a
EBSB,$1.13B
ETFC,$14.34B
HUSA,$19.32M
HTBK,$610.45M
USAC,$1.17B
BCV,$120.91M
CID,n/a
STRT,$156.76M
CDR^B,n/a
ACHN,$391.52M
SYPR,$31.06M
SUNW,$25.6M
RVT,$1.42B
MLNX,$3.35B
JHI,$154.2M
NLY^E.CL,n/a
GST,$273.61M
KBWB,$1.21B
EA,$35.47B
BNDX,$8.03B
XXII,$475.72M
FSLR,$7.37B
MNTX,$173.85M
CNCR,n/a
SIEN,$227.7M
MOFG,$407.63M
AHPA,$389.05M
TDF,$841.69M
BVXV,$47.38M
MFL,$547.25M
BAP,$22.3B
VKQ,$680.44M
DIS,$169.01B
EOG,$68.09B
SUPN,$2.12B
DWAS,$254.48M
TKAT,$28.64M
CGI,$164.14M
YLDE,n/a
CLW,$778.12M
IFN,$793.6M
CPK,$1.22B
ADT,$8.91B
EXR,$10.61B
FORTY,$637.76M
CYTX,$15.46M
TSG,$3.82B
SMG,$6.2B
TGEN,$60.57M
FI,$1.64B
STAY,$3.94B
ANFI,$141.05M
MCEF,$14.73M
BLL,$13.34B
EVH,$1.13B
CNQ,$43.89B
AEH,n/a
TEX,$4.15B
GCO,$733.8M
RESI,$590.07M
INN^E,n/a
VIIZ,$988,366.50
KBSF,$7.78M
KZIA,$19.52M
CBRL,$4.25B
ZEUS,$272.2M
VBFC,$42.14M
TPGH.U,n/a
ABEV,$108.4B
GMLPP,n/a
DS,$352.9M
SAEX,$23.75M
STWD,$5.49B
ESLT,$6.02B
BMS,$4.3B
COO,$12B
OPTT,$22.66M
EQM,$6.17B
CHK,$3.63B
NES,$227.83M
IBB,$11B
CLFD,$169.17M
GIGM,$42M
HSII,$502.52M
NYMX,$180.62M
DZSI,$160.59M
BFS^C,n/a
ATEST.B,n/a
SKYS,$65.03M
TTD,$2.1B
YRD,$2.6B
CQP,$15.4B
ROSG,$3.46M
PSCU,$52.37M
AU,$4.78B
ZIOP,$654.45M
SCZ,$11.1B
AAL,$25.39B
NSA^A,n/a
CELH,$268.59M
EWBC,$9.9B
VTL,$259.58M
MBWM,$592.01M
DDT,n/a
VRX,$6.73B
LSBK,$105.18M
BANC^E,n/a
LBTYB,$31.34B
CSJ,$11.27B
RDNT,$490.53M
MEOH,$5.15B
CNSL,$910.24M
EDU,$14.89B
GGN,$733.4M
NAO,$77.48M
EXAC,$721.19M
GAM^B,n/a
PKG,$11.98B
LADR,$1.65B
GDV^G,n/a
SCE^L,n/a
RGC,$3.59B
PEBK,$191.85M
IMMU,$2.9B
LNG,$14.26B
HFBC,$98.42M
BPOPM,n/a
JSM,n/a
IIM,$681.38M
HPJ,$67.47M
GTXI,$308.26M
CSIQ,$928.21M
DXPE,$599.67M
FMB,$305.21M
BDGE,$696.75M
FRAN,$222.87M
IAC,$11.85B
AKO.A,n/a
SBI,$129.89M
PGC,$642.37M
FAD,$134.16M
PSB^X,n/a
NFX,$6.78B
FTXD,$1.18M
FMCIU,n/a
JPM^H,n/a
ICFI,$1.01B
NERV,$255.42M
MELI,$16.86B
AGNCB,$8.91B
FRME,$2.16B
DLNG,$423.75M
OGE,$6.42B
CCL,$51.44B
WSC,$783.77M
CLGX,$3.99B
HQL,$464.64M
ISIG,$16.32M
RMBS,$1.56B
ALN,$9.19M
BWLD,$2.44B
ERII,$434.66M
OPHT,$109.92M
UBP,$701.67M
HCC,$1.53B
GME,$1.73B
GARS,$130.8M
INSE,$128.87M
DIN,$986.11M
IIIN,$632.54M
APRI,$35.3M
TRMT,$46.32M
CACG,$59.61M
IBOC,$2.8B
GMRE,$173.48M
CSBR,$42.63M
SLNOW,n/a
OIS,$1.95B
SCKT,$24.75M
BRG,$211.58M
GGP^A,n/a
AMTX,$13.5M
IRM,$10.14B
FNHC,$207.29M
FR,$3.72B
EVTC,$1.12B
SNCR,$395.32M
ESRT,$6.2B
GLOP^A,n/a
WSO.B,n/a
SBFGP,n/a
ASX,$12.64B
DXB,n/a
KAI,$1.12B
MSCI,$12.66B
HSGX,$60.9M
NRO,$247.06M
DFBG,$16M
SKOR,$52.75M
ZTR,$328.52M
RPT^D,n/a
CPE^A,n/a
GASS,$169.01M
GNUS,$22.76M
NAUH,$30.87M
QVCB,$13.58B
SOFO,$10.52M
AAPL,$872.48B
CLRBZ,n/a
STT^C,n/a
WMS,$1.38B
XNCR,$1.1B
GIG,n/a
PRCP,$99.51M
NXTDW,n/a
GPL,$222.26M
SWN,$2.94B
SPKEP,n/a
INT,$1.87B
EACQU,n/a
ILG,$3.94B
LILA,$3.99B
ATV,$52.79M
FTAG,$7.19M
RTIX,$267.66M
TG,$647.33M
ACC,$5.36B
INTX,$59.99M
RXN,$2.97B
JBN,n/a
HOG,$9.28B
QADB,$620.3M
KBLMR,n/a
NVGS,$588.64M
RSYS,$38M
UQM,$77.84M
AMDA,$10.39M
KKR^B,n/a
HTBI,$490.17M
CTIC,$138.36M
HA,$1.93B
OLLI,$3.57B
IDXX,$16.31B
MNST,$38.86B
RVSB,$208.44M
SNSR,n/a
CIF,$56.93M
NYNY,$945.8M
POWL,$372.38M
ANSS,$13.91B
PES,$272.02M
TPGE,$158.11M
COTV,$3.23B
CYBR,$1.5B
GECC,$110.1M
C^S,n/a
W,$8.19B
IEX,$10.88B
PDVW,$517.6M
EOI,$585.25M
CYAN,$23.55M
QSR,$15.04B
WPZ,$42.22B
MATR,$93.29M
NVCR,$2.11B
MDRX,$2.77B
BAND,$400.53M
APTV,$25.12B
CGBD,$1.13B
XELB,$57.22M
ACRS,$756.37M
ADBE,$98.95B
NNN^E,n/a
GOVNI,n/a
HOME,$2.04B
BGH,$384.51M
BNED,$323.24M
DX^A,n/a
FMY,$59.87M
CONN,$1.11B
CMO^E,n/a
GKOS,$1.08B
